imagefile	stimfile	corrAns	MRdir	angle	training.thisRepN	training.thisTrialN	training.thisN	training.thisIndex	mentalrot_trials.thisRepN	mentalrot_trials.thisTrialN	mentalrot_trials.thisN	mentalrot_trials.thisIndex	blank.started	mr_answ_2.started	mr_answ_2.keys	mr_answ_2.corr	mr_answ_2.rt	blank.stopped	mr_answ.started	mr_answ.keys	mr_answ.corr	mr_answ.rt	byebye_text.started	byebye_text.stopped	participant	session	date	expName	psychopyVersion	frameRate	0
mr_images/5_a.png	mr_images/5_b_z_45.png	right	cw	45	NA	NA	NA	NA	0	159	159	120	389.0113408998586	NA	NA	NA	NA	389.5670619001612	389.5670619001612	left	0	3,50371035028366	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,99056035594549
mr_images/4_a.png	mr_images/4_a_z_135.png	left	cw	135	NA	NA	NA	NA	0	25	25	105	325.7367556998506	NA	NA	NA	NA	326.2699616998434	326.2699616998434	left	1	3,319359066576	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,166107964818366
mr_images/12_b.png	mr_images/12_b_z_45.png	left	cw	45	NA	NA	NA	NA	0	78	78	61	318.15439839987084	NA	NA	NA	NA	318.6708177998662	318.6708177998662	right	0	3,9299884858483	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,509086993406527
mr_images/4_a.png	mr_images/4_a_z_315.png	left	ccw	45	NA	NA	NA	NA	0	32	32	99	680.6874156999402	NA	NA	NA	NA	681.2207427001558	681.2207427001558	right	0	3,44152763296734	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,87877378880512
mr_images/5_b.png	mr_images/5_b_z_225.png	left	ccw	135	NA	NA	NA	NA	0	157	157	143	231.5664264997467	NA	NA	NA	NA	NA	232.11632989998907	left	1	3,23791604870348	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,526855854433961
mr_images/6_b.png	mr_images/6_b_z_135.png	left	cw	135	NA	NA	NA	NA	0	68	68	165	400.2595994998701	NA	NA	NA	NA	400.826276499778	400.826276499778	right	0	2,80628283836996	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,110304618370719
mr_images/7_a.png	mr_images/7_a_z_45.png	left	cw	45	NA	NA	NA	NA	0	175	175	169	663.6231188997626	NA	NA	NA	NA	664.1564210997894	664.1564210997894	left	1	3,20080464167404	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,460578387486748
mr_images/4_a.png	mr_images/4_b_z_135.png	right	cw	135	NA	NA	NA	NA	0	101	101	104	536.6575512001291	NA	NA	NA	NA	537.1908248998225	537.1908248998225	left	0	1,99173498470919	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,382341714226641
mr_images/6_b.png	mr_images/6_a_z_90.png	right	cw	90	NA	NA	NA	NA	0	49	49	160	816.8184961997904	NA	NA	NA	NA	817.3517363001592	817.3517363001592	left	0	3,13302129352814	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,0634730510646477
mr_images/12_b.png	mr_images/12_b_z_315.png	left	ccw	45	NA	NA	NA	NA	0	181	181	63	609.6974682998843	NA	NA	NA	NA	610.230574300047	610.230574300047	right	0	4,05409337134916	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,131966795655899
mr_images/7_a.png	mr_images/7_b_z_90.png	right	cw	90	NA	NA	NA	NA	0	132	132	172	575.152160000056	NA	NA	NA	NA	575.685128999874	575.685128999874	left	1	2,76383178253309	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,36983514286112
mr_images/4_b.png	mr_images/4_a_z_135.png	right	cw	135	NA	NA	NA	NA	0	73	73	116	304.9605958000757	NA	NA	NA	NA	305.5227760998532	305.5227760998532	left	0	2,50186603757902	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,982078861794435
mr_images/3_b.png	mr_images/3_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	170	170	89	467.6336757000536	NA	NA	NA	NA	468.1833501998335	468.1833501998335	right	0	4,46345909571391	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,847196011687629
mr_images/11_a.png	mr_images/11_a_z_90.png	left	cw	90	NA	NA	NA	NA	0	36	36	29	635.4270113999955	NA	NA	NA	NA	635.960204300005	635.960204300005	left	1	3,0963865883823	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,372227612067945
mr_images/1_b.png	mr_images/1_b_z_225.png	left	ccw	135	NA	NA	NA	NA	0	191	191	23	628.8947044997476	NA	NA	NA	NA	629.4321902999654	629.4321902999654	right	0	3,01741505900281	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,855968231218867
mr_images/1_b.png	mr_images/1_a_z_90.png	right	cw	90	NA	NA	NA	NA	0	81	81	16	246.19765290012583	NA	NA	NA	NA	246.73094560019672	246.73094560019672	left	0	2,77505730112898	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,0415774708380923
mr_images/3_a.png	mr_images/3_a_z_45.png	left	cw	45	NA	NA	NA	NA	0	166	166	73	797.3378404001705	NA	NA	NA	NA	797.8711056998	797.8711056998	right	1	4,63036144743092	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,396269398159348
mr_images/1_a.png	mr_images/1_b_z_45.png	right	cw	45	NA	NA	NA	NA	0	210	210	0	781.2402753001079	NA	NA	NA	NA	781.7733494001441	781.7733494001441	right	1	2,0171703629021	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,164407120668329
mr_images/9_a.png	mr_images/9_a_z_270.png	left	ccw	90	NA	NA	NA	NA	0	129	129	199	351.4331817999482	NA	NA	NA	NA	351.98852750007063	351.98852750007063	left	1	3,44921370942029	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,947017927770503
mr_images/12_b.png	mr_images/12_a_z_135.png	right	cw	135	NA	NA	NA	NA	0	67	67	68	119.96516899997368	NA	NA	NA	NA	120.548446000088	120.548446000088	left	0	2,47163201958756	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,442021431517787
mr_images/12_a.png	mr_images/12_a_z_135.png	left	cw	135	NA	NA	NA	NA	0	59	59	57	376.696362900082	NA	NA	NA	NA	377.246183199808	377.246183199808	right	0	3,33431631766144	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,746580133098178
mr_images/9_a.png	mr_images/9_a_z_45.png	left	cw	45	NA	NA	NA	NA	0	41	41	193	726.3353097997606	NA	NA	NA	NA	726.8643442997709	726.8643442997709	right	0	4,04512225699727	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,764819451724179
mr_images/5_a.png	mr_images/5_b_z_270.png	right	ccw	90	NA	NA	NA	NA	0	147	147	126	403.47580430004746	NA	NA	NA	NA	404.02835359983146	404.02835359983146	left	1	3,35547830033465	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,958967865095474
mr_images/4_b.png	mr_images/4_b_z_270.png	left	ccw	90	NA	NA	NA	NA	0	213	213	115	846.0644736001268	NA	NA	NA	NA	846.5977626000531	846.5977626000531	right	0	2,28933097652044	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,650441381731071
mr_images/11_a.png	mr_images/11_a_z_270.png	left	ccw	90	NA	NA	NA	NA	0	3	3	31	266.78245159983635	NA	NA	NA	NA	267.34477749979123	267.34477749979123	right	0	3,24302352548693	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,714473888627254
mr_images/3_b.png	mr_images/3_a_z_225.png	right	ccw	135	NA	NA	NA	NA	0	82	82	94	542.7232309998944	NA	NA	NA	NA	543.2594650001265	543.2594650001265	left	1	4,24218149503577	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,581167175550945
mr_images/12_a.png	mr_images/12_a_z_270.png	left	ccw	90	NA	NA	NA	NA	0	14	14	55	253.6300400001928	NA	NA	NA	NA	254.18585429992527	254.18585429992527	right	1	3,87043463953887	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,320084183127619
mr_images/4_a.png	mr_images/4_a_z_90.png	left	cw	90	NA	NA	NA	NA	0	15	15	101	703.80088720005	NA	NA	NA	NA	704.3342575998977	704.3342575998977	right	1	4,27951192812179	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,39279716683086
mr_images/9_b.png	mr_images/9_a_z_270.png	right	ccw	90	NA	NA	NA	NA	0	182	182	210	645.7923380001448	NA	NA	NA	NA	646.3256032001227	646.3256032001227	left	1	3,61628516661586	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,930725806974806
mr_images/4_a.png	mr_images/4_b_z_225.png	right	ccw	135	NA	NA	NA	NA	0	44	44	106	852.2803040998988	NA	NA	NA	NA	852.8135274997912	852.8135274997912	left	0	2,9693382854748	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,490024978178553
mr_images/6_b.png	mr_images/6_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	121	121	161	312.90936829987913	NA	NA	NA	NA	313.43863019999117	313.43863019999117	right	0	3,08167342553497	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,624073612620123
mr_images/9_b.png	mr_images/9_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	6	6	209	809.9361386997625	NA	NA	NA	NA	810.4694678001106	810.4694678001106	right	0	2,4851284743927	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,502537733293138
mr_images/7_a.png	mr_images/7_a_z_225.png	left	ccw	135	NA	NA	NA	NA	0	151	151	179	533.3621068000793	NA	NA	NA	NA	533.9244035999291	533.9244035999291	right	0	2,72834505923674	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,110342020285316
mr_images/9_b.png	mr_images/9_a_z_45.png	right	cw	45	NA	NA	NA	NA	0	188	188	204	329.13625619979575	NA	NA	NA	NA	329.7056860998273	329.7056860998273	left	0	3,59637682724861	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,415568341151811
mr_images/4_a.png	mr_images/4_b_z_270.png	right	ccw	90	NA	NA	NA	NA	0	133	133	102	515.4103572000749	NA	NA	NA	NA	515.9602930997498	515.9602930997498	left	1	2,79354014745331	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,227251587552018
mr_images/11_a.png	mr_images/11_a_z_135.png	left	cw	135	NA	NA	NA	NA	0	77	77	33	493.64655360020697	NA	NA	NA	NA	494.18009349983186	494.18009349983186	right	1	1,8763498266635	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,75179191713687
mr_images/11_b.png	mr_images/11_a_z_315.png	right	ccw	45	NA	NA	NA	NA	0	104	104	38	783.8063892000355	NA	NA	NA	NA	784.3396660001017	784.3396660001017	left	0	3,18096770354896	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,527203118545003
mr_images/7_a.png	mr_images/7_a_z_135.png	left	cw	135	NA	NA	NA	NA	0	176	176	177	760.5598054002039	NA	NA	NA	NA	761.0928858001716	761.0928858001716	right	0	4,31671618574183	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,858209991711192
mr_images/4_b.png	mr_images/4_b_z_225.png	left	ccw	135	NA	NA	NA	NA	0	26	26	119	361.2150697000325	NA	NA	NA	NA	361.7540628002025	361.7540628002025	left	1	1,79723554415977	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,935752793331631
mr_images/12_b.png	mr_images/12_b_z_135.png	left	cw	135	NA	NA	NA	NA	0	154	154	69	820.5346678998321	NA	NA	NA	NA	821.0679266001098	821.0679266001098	right	0	2,97743022217765	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,721321316319518
mr_images/7_b.png	mr_images/7_a_z_225.png	right	ccw	135	NA	NA	NA	NA	0	168	168	190	752.9106931001879	NA	NA	NA	NA	753.4439807999879	753.4439807999879	left	0	3,77483563314308	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,807837840984576
mr_images/5_a.png	mr_images/5_b_z_135.png	right	cw	135	NA	NA	NA	NA	0	177	177	128	417.79058780008927	NA	NA	NA	NA	418.3431516001001	418.3431516001001	left	0	3,45711981397471	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,765311757451855
mr_images/4_a.png	mr_images/4_b_z_90.png	right	cw	90	NA	NA	NA	NA	0	28	28	100	502.0164908999577	NA	NA	NA	NA	502.5456122998148	502.5456122998148	left	1	4,57019256657804	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,743457983131521
mr_images/5_b.png	mr_images/5_b_z_270.png	left	ccw	90	NA	NA	NA	NA	0	208	208	139	749.9987201001495	NA	NA	NA	NA	750.5274189999327	750.5274189999327	right	1	3,135850633058	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,937415994121693
mr_images/7_a.png	mr_images/7_b_z_45.png	right	cw	45	NA	NA	NA	NA	0	100	100	168	126.2477429001592	NA	NA	NA	NA	126.81698289979248	126.81698289979248	left	0	2,3911114706134	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,192370395292528
mr_images/11_b.png	mr_images/11_b_z_90.png	left	cw	90	NA	NA	NA	NA	0	183	183	41	625.3786251000129	NA	NA	NA	NA	625.928078299854	625.928078299854	right	1	2,91147356640431	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,0109664307674393
mr_images/1_b.png	mr_images/1_a_z_135.png	right	cw	135	NA	NA	NA	NA	0	211	211	20	463.9341287999414	NA	NA	NA	NA	464.5007225000299	464.5007225000299	left	0	3,57481781297247	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,290318441693671
mr_images/9_b.png	mr_images/9_a_z_315.png	right	ccw	45	NA	NA	NA	NA	0	76	76	206	128.8683011997491	NA	NA	NA	NA	129.4472491000779	129.4472491000779	left	0	2,87595759591205	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,322085632826202
mr_images/7_b.png	mr_images/7_b_z_135.png	left	cw	135	NA	NA	NA	NA	0	48	48	189	406.5964131001383	NA	NA	NA	NA	407.14381599985063	407.14381599985063	right	1	3,94965055488865	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,819005566765554
mr_images/1_b.png	mr_images/1_b_z_45.png	left	cw	45	NA	NA	NA	NA	0	139	139	13	756.9435212998651	NA	NA	NA	NA	757.5101030999795	757.5101030999795	right	1	3,55906107617193	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,320445562130772
mr_images/3_b.png	mr_images/3_a_z_270.png	right	ccw	90	NA	NA	NA	NA	0	47	47	90	684.1203076001257	NA	NA	NA	NA	684.6534796999767	684.6534796999767	left	0	2,88574637167039	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,771522366325371
mr_images/9_a.png	mr_images/9_b_z_135.png	right	cw	135	NA	NA	NA	NA	0	204	204	200	276.66011400008574	NA	NA	NA	NA	277.2127896999009	277.2127896999009	left	0	2,79482130947873	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,113349530496635
mr_images/6_b.png	mr_images/6_a_z_225.png	right	ccw	135	NA	NA	NA	NA	0	115	115	166	598.4321563998237	NA	NA	NA	NA	598.9653647998348	598.9653647998348	left	1	2,1554495288583	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,897762207663618
mr_images/9_a.png	mr_images/9_a_z_225.png	left	ccw	135	NA	NA	NA	NA	0	39	39	203	509.265459800139	NA	NA	NA	NA	509.7941160998307	509.7941160998307	right	1	2,76745791020221	NA	NA	aae	1	2026-06-01_20h05.20.165	MR	2023.1.0	59.99876408589627	0,883418818120845
