cmt_img,nstep,colors
arsalidou_images_png/4n_13.png,4,"[(255, 0, 0, 255), (0, 255, 0, 255), (255, 255, 0, 255), (255, 255, 0, 255), (255, 0, 255, 255), (255, 0, 255, 255), (128, 0, 128, 255), (255, 255, 0, 255), (128, 0, 128, 255)]"
arsalidou_images_png/4n_14.png,4,"[(128, 0, 128, 255), (0, 255, 0, 255), (255, 0, 255, 255), (0, 255, 0, 255), (255, 0, 0, 255), (0, 0, 255, 255), (255, 255, 0, 255), (255, 255, 0, 255), (0, 255, 0, 255)]"
arsalidou_images_png/4n_15.png,4,"[(255, 165, 0, 255), (255, 0, 255, 255), (255, 165, 0, 255), (255, 0, 255, 255), (0, 255, 0, 255), (255, 0, 0, 255), (0, 0, 255, 255), (255, 0, 255, 255), (255, 255, 0, 255)]"
arsalidou_images_png/4n_16.png,4,"[(128, 0, 128, 255), (255, 255, 0, 255), (255, 255, 0, 255), (128, 0, 128, 255), (255, 0, 255, 255), (128, 0, 128, 255), (255, 0, 0, 255), (255, 0, 0, 255), (0, 255, 0, 255)]"
arsalidou_images_png/4n_17.png,4,"[(128, 0, 128, 255), (0, 0, 255, 255), (0, 0, 255, 255), (255, 0, 0, 255), (255, 165, 0, 255), (0, 255, 0, 255), (255, 0, 255, 255), (128, 0, 128, 255), (0, 255, 0, 255)]"
arsalidou_images_png/4n_18.png,4,"[(0, 0, 255, 255), (0, 255, 0, 255), (255, 165, 0, 255), (0, 0, 255, 255), (255, 165, 0, 255), (128, 0, 128, 255), (255, 0, 255, 255), (0, 255, 0, 255), (255, 255, 0, 255)]"
arsalidou_images_png/4n_19.png,4,"[(255, 255, 0, 255), (255, 0, 0, 255), (0, 255, 0, 255), (255, 0, 0, 255), (255, 165, 0, 255), (255, 255, 0, 255), (0, 0, 255, 255), (128, 0, 128, 255), (255, 165, 0, 255)]"
arsalidou_images_png/4n_20.png,4,"[(0, 0, 255, 255), (255, 0, 0, 255), (255, 255, 0, 255), (0, 0, 255, 255), (255, 165, 0, 255), (0, 0, 255, 255), (255, 0, 0, 255), (0, 255, 0, 255), (255, 0, 255, 255)]"
arsalidou_images_png/4n_21.png,4,"[(255, 165, 0, 255), (0, 0, 255, 255), (255, 0, 255, 255), (255, 0, 255, 255), (255, 0, 0, 255), (255, 165, 0, 255), (0, 255, 0, 255), (0, 255, 0, 255), (255, 255, 0, 255)]"
arsalidou_images_png/4n_22.png,4,"[(255, 0, 255, 255), (255, 0, 0, 255), (255, 0, 0, 255), (128, 0, 128, 255), (255, 0, 255, 255), (128, 0, 128, 255), (0, 255, 0, 255), (255, 165, 0, 255), (255, 165, 0, 255)]"
arsalidou_images_png/4n_23.png,4,"[(0, 255, 0, 255), (0, 255, 0, 255), (255, 165, 0, 255), (0, 255, 0, 255), (128, 0, 128, 255), (255, 255, 0, 255), (128, 0, 128, 255), (255, 0, 0, 255), (255, 0, 0, 255)]"
arsalidou_images_png/4n_24.png,4,"[(0, 255, 0, 255), (255, 0, 0, 255), (0, 0, 255, 255), (255, 165, 0, 255), (255, 255, 0, 255), (255, 165, 0, 255), (128, 0, 128, 255), (255, 0, 0, 255), (255, 255, 0, 255)]"
arsalidou_images_png/4n_25.png,4,"[(128, 0, 128, 255), (255, 0, 255, 255), (0, 0, 255, 255), (255, 255, 0, 255), (0, 0, 255, 255), (255, 165, 0, 255), (255, 165, 0, 255), (255, 165, 0, 255), (0, 0, 255, 255)]"
arsalidou_images_png/4n_26.png,4,"[(128, 0, 128, 255), (128, 0, 128, 255), (0, 255, 0, 255), (255, 255, 0, 255), (255, 0, 0, 255), (255, 165, 0, 255), (0, 0, 255, 255), (255, 0, 0, 255), (255, 165, 0, 255)]"
arsalidou_images_png/4n_27.png,4,"[(255, 255, 0, 255), (255, 165, 0, 255), (255, 255, 0, 255), (255, 255, 0, 255), (255, 255, 0, 255), (255, 0, 0, 255), (128, 0, 128, 255), (0, 0, 255, 255), (128, 0, 128, 255)]"
arsalidou_images_png/4n_28.png,4,"[(128, 0, 128, 255), (255, 255, 0, 255), (0, 255, 0, 255), (255, 0, 255, 255), (255, 0, 0, 255), (255, 0, 0, 255), (255, 0, 255, 255), (255, 0, 0, 255), (255, 0, 255, 255)]"
arsalidou_images_png/4n_29.png,4,"[(0, 255, 0, 255), (255, 0, 255, 255), (255, 0, 0, 255), (0, 255, 0, 255), (255, 255, 0, 255), (128, 0, 128, 255), (128, 0, 128, 255), (0, 0, 255, 255), (255, 0, 0, 255)]"
arsalidou_images_png/4n_30.png,4,"[(0, 0, 255, 255), (255, 255, 0, 255), (128, 0, 128, 255), (255, 0, 255, 255), (255, 0, 255, 255), (255, 0, 0, 255), (0, 0, 255, 255), (0, 0, 255, 255), (255, 255, 0, 255)]"
